sender,message
lilach, חחחחח היינו במאליה ואז פעם אחת פה
lilach, ומבאס פה
lilach, אז עדיף לא להתבאס
lilach, כבר יש סטנדרטים
lilach, בדיוק
lilach, אתה רואה שאתה מבין
lilach, בדיוווק ככה נכון
lilach, חחחחחחחחחי
lilach, שוב אתם יוצאים לבר
lilach, רקובים
lilach, <‎image omitted>
lilach, האמת שאתם זקנים
lilach, כאילו בגיל שלכם אין עוד לאן ללכת
lilach, ואנחנו צעירותתת
lilach, ומגניבות
lilach, ומגוונות
lilach, חחחחחח אנחנו מגניבות באמת
lilach, לא אתם
lilach, לא לא מתלהבות מכם
lilach, חחחחחחחחחח כןכן
lilach, ❤️
lilach, ❤️❤️
lilach, ❤️❤️❤️?
lilach, חחחחח מה הבעיה בהם
lilach, איכס
lilach, תמות
lilach, לאן יצאתם בסוף
lilach, חחחח כל השכבה שלנו הייתה שם
lilach, אנחנו היינו בראשון בפלאג אין
lilach, חחחח היינו עם חברים שלנו
lilach, פעם הבאה נזמין אותכם 😌
lilach, למה לא??
lilach, לא תבואו??
lilach, אנחנו נגיד לשחר
lilach, 👊
lilach, חחחחח ידפוק
lilach, התכוונתי לשחר חרזי
lilach, חחחחחחחחח אפילו לא חשבתי על בלסיאנו
lilach, חחחחח אני אתעלם בשבילך
lilach, לא
lilach, אני בעבוודה
lilach, <‎image omitted>
lilach, חחחחח ממש מצטיינת
lilach, עוד עשר דקות
lilach, חחחחחח לא יודעת כי הן לא עושות משהו
lilach, יואן מי שמדבר
lilach, לא יצאת היום
lilach, ואתמול חזרת מוקדם
lilach, לאן
lilach, נחמדד
lilach, יוןאווו די
lilach, הגעתיייייייי
lilach, איזה אושר
lilach, גם לך אוהבתתת ❤️❤️❤️
lilach, חחחחח שלא תתרגל
lilach, חחחחחח באהבה רבה
lilach, יכול להיותת
lilach, אני יחליט אחר כך
lilach, שוב אתם יוצאים לבר ירקובים
lilach, אל תדאג לי
lilach, 😌
lilach, היית רוצה שאני ירצה
lilach, 😶
lilach, חחחח סיבכת אותי
lilach, אתה יותר רוצה אני יודעת
lilach, כןןןן מאוד ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
lilach, חחחחח רצינית מאוד
lilach, לא
lilach, זה מהגעגוע
lilach, חחח אני רצינית באמת
lilach, בטעות
lilach, אני רצינית
lilach, נשבעת
lilach, מה אתה רוצה שאני יעשה?
lilach, אמרתי
lilach, בסדר אתה אפילו לא אומר
lilach, יואוווווו
lilach, לא יכולה לסבול אותך כבר
lilach, חחח מה יש לי להגיד
lilach, חחחח טוב אתה צודק
lilach, בינתייים לא
lilach, תודה
lilach, בוא תעזור לי במתמטיקה
lilach, באמת תעזור לי מתישהו שתדע
lilach, לפני הבגרות
lilach, איזה גבר
lilach, רציתי לישון צהרייים בגללך לא נירדמתי
lilach, חחחחחחח די להפגע כל דבר
lilach, זה בורח לי מה אני יעשה
lilach, זה מאהבה
lilach, חחחחח איפה פה רמזתי שאתה חופר לי?
lilach, אל תדאג אם הייתי רוצה באמת הייתי הולכת לישון
lilach, זה היה אמור להיות מחמאה ושוב יצא שנעלבת אתה מבין
lilach, חחחחח שויתרתי על לישון
lilach, בשבילך
lilach, אין בחיים לא תהיה מרוצה ממני
lilach, חחחח אבל אני לא
lilach, לפעמים כן
lilach, הפעם לא
lilach, לא היום לא
lilach, היום אני נחמדה
lilach, אתה לא שם לב לשינוי?
lilach, אני מתאמצת
lilach, חחחחחח בכיף
lilach, כלום
lilach, כלום ושום דבר
lilach, עכשיו תגיד שאני יבשה
lilach, ואני יגיד שאתה רקוב
lilach, חחחחחחח בסדר אבל התכוונת לזה
lilach, אני יודעת
lilach, אני לא צריכה להיכנס לך לראש אני כבר מבינה אותך
lilach, תודה תודה
lilach, לך אין את היכולת הזאת
lilach, פעם אחת הספיקה 😌
lilach, חחחחחחחחח
lilach, עכשיו סתם הסתלבטתי למשל
lilach, לא יודעת שלא תעלב
lilach, אתה קצת רגיש
lilach, חחחחחחחחחחחחחחח יפה יפה
lilach, נחמד
lilach, אתה משתפר
lilach, לומד ממני בסהכ
lilach, תודה רבה
lilach, חחחחח אתה ממשיך
lilach, אל תנצל את הנחמדות שלי
lilach, אצל סבתא
lilach, אתה
lilach, כןן
lilach, אני אוהבת אנשים שהולכים לבית כנסת
lilach, תלוי
lilach, הייתי אוהבת אל תדאג
lilach, אבל תלך בכל זאת
lilach, חחחחחחח כן אותי אי אפשר שלא לאהוב
lilach, לאלא
lilach, התכוונת אליי
lilach, אני יודעת
lilach, לא מתאים לי כל הנחמדות הזאת
lilach, פעם שלי פעם שלךך
lilach, בקיצור אני נכנסת להתקלח
lilach, תלך לבית כנסת
lilach, ונדבר
lilach, חחחחחחחח
lilach, חג שמחחח ❤️❤️❤️
lilach, אוהבתתת
lilach, מהההה
lilach, צחקתיי מה יש לך
lilach, נשבעת צחקתי
lilach, אין יש לך בעיה אתה עדיין לא מכיר אותי
lilach, חחחחח זה היה בצחוקקק כאילו שאני נחמדה מדי וזה לא מתאים לי זה הכל
lilach, תפסיק להיבהל כל דבר
lilach, אתה עוד תתרגל אליי
lilach, מבטיחה
lilach, מה זה החג שמח הזה
lilach, דיכאת אותי
lilach, יותר טוב
lilach, אוהבתתתת ❤️❤️
lilach, <‎image omitted>
lilach, חחחחחחח עוד לא
lilach, כבר אין לי אוויר מכל הברכות האלה
lilach, חחחחחחח יואו כן
lilach, תתפלא בסוף אנחנו יוצאות
lilach, חחחחח הולכות לחברים באזור
lilach, חחחחח יש לנו חברים בכל מקום
lilach, חחחחחחח
lilach, יהיה בסדר
lilach, חחחח יופי אז אל תדאג
lilach, אז אל
lilach, בטוחה
lilach, לך?
lilach, אני סומכת עלייך
lilach, תגיד לי אתה
lilach, אני צריכה לדאוג?
lilach, מצוין ☺️❤️
lilach, חחחחח יחצוף
lilach, עכשיו ראיתי
lilach, שכתבת לי
lilach, גם ככה מי יתחיל איתך
lilach, חחחחחחחח אתה לא מתבייש
lilach, חחחח אז תתבייש
lilach, חחחחחחחחחחחחחח כןכן
lilach, ברור
lilach, חחחח שלא תאמין לעצמך בטעות
lilach, חחחחח מההה
lilach, ברור שלא
lilach, כי הייתה לך חברה
lilach, חחחחחחחחחחח יואו
lilach, באמת שאתה התחלת איתי
lilach, לא רצית ללכת הביתה
lilach, היה לך כל כך כיף איתיי
lilach, נכון
lilach, אבל אתה התחלת
lilach, לא אמרתי כזה דבר
lilach, חחחחחחחחחחח אני לא זוכרת כזה דבר
lilach, אולי
lilach, בכל מקרה אתה התחלת
lilach, חחחחח יואו ישקרן
lilach, אני אמרתי שאני רעבה
lilach, ואתה אמרת
lilach, בואי נלך לאכול
lilach, ואני אמרתי לקחתי אותך לאכול פיצה טעימה
lilach, ואתה לא רצית ללכת הביתה
lilach, והתחננתי אלייך שתלך כבר
lilach, והתעלמת
lilach, חחחחחחחחחחח
lilach, אתה הורג אותי שאתה כותב אשאר
lilach, חחח כותבים ככה אבל זה סתם מצחיק
lilach, אנחנו בוואטספ תהיה עממי לא מתנשא
lilach, אני חכמה אני לא צריכה להוכיח את עצמי
lilach, חחחחחחח זבל מה אתה צוחק
lilach, אני חכמה בלי שום קשר אלייך
lilach, לא יודעת אם יותר
lilach, חחחחחחחחח אבל אםםםם נבדוק  מי יותר חכם
lilach, אני ינצח
lilach, אנצח
lilach, בשבילך
lilach, חחחחח באמת עכשיו ברצינות
lilach, שאתה התחלת איתי
lilach, אז די להכחיש
lilach, חחחח טוב אני צריכה להטעין את האייפון
lilach, אז תמתין כמה דקות
lilach, <‎image omitted>
lilach, חחחחחחחח זה מאז
lilach, לצה איך אתה קורא לי
lilach, לילך לחם
lilach, מקורי
lilach, רואה
lilach, לא אין צורך
lilach, כי גם לב לא מספיק
lilach, תשאיר לילך
lilach, אני יודעת תהנה ❤️❤️
lilach, לחברים באזור
lilach, כי אמרת לי בצהריים
lilach, רקוב
lilach, אולי תראה את שאר הבנות
lilach, חחחחחח כן יש לני קטע כזה להתחיל איתך
lilach, כן
lilach, אחת אחת
lilach, חחחח דפוק
lilach, חחחחח מפרגנת
lilach, יואו נירדמתי לרבע שעה וזה היה מושלם
lilach, אין לי כוח לקום עכשיו
lilach, <‎image omitted>
lilach, תראה איזה נחמד
lilach, לא אני תופסת את כל במקום
lilach, חחחחחחחח
lilach, אנחנו באזור
lilach, יצאת?
lilach, <‎image omitted>
lilach, שחר הזמין אותנו לשבת איתכם
lilach, כי כבר יצאנו
lilach, כי לא באנו
lilach, גם אתםםם ❤️❤️
lilach, לא מאמינה לך
lilach, יותר רקובים מאיתנו
lilach, לא יודעת מתי
lilach, טובוש
lilach, למה לא הלכת עם שחר לטמפטשיין?
lilach, אההה
lilach, חחחחחח היה כיף מקודם ועכשיו התרקב האמת
lilach, חח
lilach, כי מה זה ה3
lilach, חחחחחחחחח לא רמזתי כלום רק משתפת אותך
lilach, אתה מבין מה שאתה רוצה להבין
lilach, בוא לקחת אותנו
lilach, חחחחחחח אותי
lilach, חחחחחח אין לי אוטו אני אבודה
lilach, תיקח אותי מפה
lilach, אז לא אני נשארת
lilach, חחחח כי כולם פה אני לא יכולה לחזור לבד
lilach, יאללה כאילו היית חוזר מאיפשהו אם הייתי אומרת לך
lilach, מילה שלא
lilach, אני יבדוק מתישהו נראה
lilach, אין הם נשארים והם מחזירים אותנו
lilach, לא רחוק לך פתאום?
lilach, חכה ניראה לי הם קמים
lilach, <‎image omitted>
lilach, לא יודעת
lilach, כן
lilach, בחזרה
lilach, חחחחחח חוזרת חוזרת
lilach, באמת
lilach, עם הבנים
lilach, כאילו הם מסיעים אותנו
lilach, טובוש
lilach, 😘😘
lilach, שתוק
lilach, עוד לא יצאנו
lilach, חחחחחחח
lilach, חחחח נכון
lilach, חבל שלא באת
lilach, באמת תכף
lilach, חצי כבר חזרו
lilach, כי אותנו עמית מחזיר
lilach, חחחחחחחחחחחח  עד שנחזור
lilach, <‎image omitted>
lilach, הגעתי
lilach, כן 😳
lilach, הברזתיייי?
lilach, זה לא הברזה
lilach, אני רוצה זה לא קשור
lilach, פשוט אתמול לא יצא
lilach, טוב
lilach, חחחח אז למה אתה מתחיל
lilach, כןן
lilach, אין לי כוח לקום מהמיטה
lilach, אני עושה שיעורים 😥
lilach, חחחחח מתמטיקה
lilach, אינה הגזימה בשיעורים
lilach, בינתיים כן חחח
lilach, באמת????
lilach, אני אכתוב לך ברכה
lilach, רגע בן כמה אתה??
lilach, אהה בסדר נבהלתי
lilach, חשבתי שאתה בן 20
lilach, חחחחחחחח
lilach, זה סתם נשמע זקן
lilach, איךך אתה חוגג???
lilach, וואי איזה גיוווןןן
lilach, חחחח מעאפן
lilach, חחחחח לא יודעת אבל אני חולה על ימי הולדת
lilach, לי יצא יום הולדת 18 ביום חמישי
lilach, חחחח יש עוד זמן
lilach, בינואר
lilach, בינתיים כן
lilach, חחחחחח רגע בעצם עכשיו אתה 18 גם
lilach, אתה לא כזה גדול
lilach, אתה מהקטנים בכלל
lilach, אני מהגדולים
lilach, חחחח לא
lilach, בשנה וקצת
lilach, לא כזה
lilach, לאלא
lilach, עד עכשיו חשבתי שגדול אבל עכשיו ניראה לי שאתה קטן
